ReviewStar,
"Though sound quality is too good ...but if  u r a game lover then plz don't waste ur money here....bcoz its delay the sound by app. 1 sec.....so buy this if u r buying for playing games like pubg",3
"I have using this headphones from last 1 week and found its very good earphone with nice build quality, good bass, noice cancellation and it doesn't give any pain in ears after using an hour.",5
"no one will procrastinate of this wireless earphone battery life or sound quality is the  best ever in this price.and i literally appreciate amazon delivery.i can fix earbud so easily .",5
"Good batty Backup and sound quality is also best easy connect",4
"More than decent decent product for the price point. Bass is Good tho you miss the high and low tones.Overall review best in regards to price perspective.",4
"I have been using boats products since long..And this a good product in this price range ..Sound quality is good....battery life is around 5 hours of intensive usage.",4
"The audio is very poor. The sound is flat and very low. Total waste of money. Please go for some other boat earphones.",1
"Packaging was very poor. Wanted to gift somebody..but it was not worth it ..cheap packagingSound clarity is okay.The front chord/ wire is too long and looks weird.",2
"1st day review-Product is especially for deep bass lover .... Great sound quality as expected from BOAT...this is my 2nd boat product..... battery life is also very good",5
"The product was not working. Then i replace the product and still no use got a damaged product",1
"Sound quality is much better than jbl and sony mdr which are almost of double rate of this",4
"Everything good but the buds pop out of my ear everytime. Tried all the sizes of buds.",5
"It is totally waste product. I not even used it for a month. It is dead. When I tried to return and comply , they said the dates closed. Do not buy.",1
"Sound quality n bass is good but the battery backup is generally 4-5 hrs",3
"Awesome wireless earphone by boAt. It beats JBL in every segment. Sound quality is the best. Bass is so good but it does not so loud to disturb the song. I recommend this with full satisfaction.",5
"Battery is good, looks wise also good. Only thing is that sometimes Bluetooth goes crazy and works itself without us doing anything. Bug in Bluetooth. Sound can be improved.. But worth for money",4
"The microphone capacity is really dull, not up to the mark, on other side its good.",3
"Cheap plastic and avg battery backup but sound and mic is excilent. Ear buds also very cheap.",4
"Super Heavy bass ,MIDs and high is super.Battery makeup is awesome.Don't think about negative review its awesome headphonesWorth for every rupees",5
"It is a bass heavy earphone(had a nice & punchy bass). Although the normal songs are not great . Mic is on decent side. Built quality is good. Overall it is a nice product under 1199 .",4
"The item is really comfortable . However listening for a long time with high volume causes pain in the ear. Otherwise the item has worked more that expected. Really nice sound quality.",4
"Battery life was poor have sent to service with charging cable and buds, but received was only earphones with out charging cable and earbuds, with out packing,  without proper package box.",1
"Sound quality is too bad.  Lots of noise during phone conversations on the other end.",1
"As of looks delicate to me since i travel by train. Otherwise it connects fasts and is seamless.",4
"Good super experience and battery life nice . comfort level good but wire is long that one con.",5
"What I liked:Battery life - 7 to 8 hours of continuous music (9/10)Music quality - good (7/10)Range- 8Â±4 m",5
"Sound quality is not good.....For 1000 rs budget it's not worth",2
"Left ear fir is not good. It falls from the ear. Sound quality is good and not best at this price.",3
"It's good.. Music is not that louder",4
"The microphone do not work well. Hence can't make calls with the headphone. And do not order it from amazon. Its a trap. You can't even return it. They will just give you the chance to replace.",1
"Sound quality is decent, bass level is quite good too for its price. Can't expect more. Battery life is more than average. Overall it's a good purchase. Packaging and delivery is not upto mark.",4
"All well but the issue is related to while calling it doesn't proper work and after some  distance it's not work properlyIf I am in the another room then it's not working at all",4
"Boat never fails to amaze me..Loved this headset a lot..Using this since a month, no complaints till now.. Best for 1000-1500 budget.. I already have a boat bass heads 900",4
"Got faulty within 20 days of use.Heated while charging. The outer cover almost shrinked due to heat. It's not working now. I request seller to please replace the product for me.",1
"Sound quality is good and bass is super noise cancelling is below average Bluetooth connectivity is great overalls it's a nice product",5
"Pricing around 3k build quality should have been better even the look battery is good sound quality is ok .go for it only if you get it on discount .I got it for 1k",3
"Wire is little bit too log it will always swinging around your neck like pendulum.Rest of thing very good like battery backup,sound quality all great",4
"Right hand side speaker sound quality is very low..we can't hear clearly.so please replace my Bluetooth by new one having excellent quality in all matters.",1
"Bass is not that much good and one side it is not working. I bought boat bluetooth speaker as well. That is also stopped working within 6 months. Help me out to get warranty",4
"Not sure why but the Bluetooth connection is getting off again and again..tried with two different handsets but same issue.",3
"Bass is louder than i expected .Build quality is good .Audio quality is as usual as boat . Didn't get disappointed .Over all a grt for the price range",5
"Left earphone is not working properly. Voice is very low. It's in warranty. How can I replace it?",1
"Sound quality good and bass is also good voice cancellation has to improve little bit but considering this price range no need to worry.remaing others brands pricing too high for this features",4
"The sound quality is poor, can even here what the next guy is talking when in full volume... The range written is 30mtrs, but even 10ft causes a disturbance when fully charged. Waste of money.",1
"I purchased this product 27 feb 2019In between 2 month boAt ROCKERZ 255 completely battery dead... Boat is very repo in market but this things happen with me... Replace this if possible.",1
"Don't think twice ..just go for it... sound. Quality and. Comfort is good.... light weight!!!.. good battery quality!!...cost effective purchase!!",5
"A good product for the price range. But for the product that I received, the amount of effective noise cancellation is almost nil.",4
"Its a pretty good product. Battery life is an issue but for wireless its good. Though it has a little problem staying in ear because the hooks on the buds keep getting loose.",5
"Sound quality is lowBass is loudAndBattery life is perfect 5-6hrs",4
"Donâ€™t think twice just go for it",5
"D sound quality & d battery is pretty good. It's very comfortable to use. Must buy product.",5
"sound ok and battery backup is also good",5
"The sound is not good. The sound balance is absolutely abysmal. These headphones can be preferred only for calls but they donâ€™t do justice to audio visual content.",2
"Paisa wasool deal with amazon in big billion days best deal buy 999 only product is  good sound quality is best and battery life is unbelievable....best battery charge once use full upto 6 to 7 hrs",5
"Need improvement in sound quality- should be crystal clear digital sound.Frequent fluctuation in voice call while receiving calls, needs improvement",3
"Purchased it for 1349â‚_. I can say it was worth the price. Good features for the price range. The mic is not very good like the others reviewers mentioned.",5
"Oxmmm yr gjb k base hai  Battery lfe mstSound quality oxmmm value for money1000 only _Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ",5
"Within 24 days it was not working please replace this",1
"Facing issues with connectivity afterbone month of use. Changing my rating from 5 to 1",1
"1. Sound quality is ok ok.2. Fit is not good. Excess Earphone wires hangs from face sides. It  dont look good to wear in office. Design is not good.",2
"Call sound is poor.Music have good quality.Ok productI got this free with Huawei y9",3
"Excellent product. Very good quality. Very happy with the purchase. Product received on time with good packing. Recommended for purchase.",5
"There is nothing to dislike sound is good and I use this for PUBG AND the noise cancelling feature is so good that I can't here any thing from the surrounding and footsteps are loud and clear",5
"Boat service also not good. 12 day over i kept for replacement no update from them.",1
"Product is awesome zero noise cancellation , excellent sound quality and awesome bass effect. Handy as well. If anyone is looking for budget wireless headphones please go with this.",5
"Nice product with amazing battery quality, sound quality is good enough it's to the standards of boat, it's true moisture wicking",5
"Excellent product. I got this at discounted price of Rs.999 feeling joyful.",5
"worth",5
"still using it just buy it",5
"Noice cancellation but not workingI have one issue I have purchased in last 3 month suddenly I have issue left _Ÿ‘‚ earphones it's not working ... please sahi karo isko",2
"Really good quality product. Worth it. I have purchased in Rs.999 in Amazon Summer Sell. Good service from Amazon as well.",4
"Got it delivered on 10th of January and already the right earplug has loose connection problem and is not audible _Ÿ‘_How do I get it replaced?Please do the needful",1
"if you receive calls from different-different apps like normal voice call, WhatsApp call, google duo, facetime then you face some problem because this can't connect automatically to wireless.",4
"i liked it, only issue is earphones slips a little from ear if v wont place properly other wise its ok for simple workouts,satisfied with overall performance,good connectivity",4
"Good one. I bought this during the sale. Had to remove conical buds as it cases some pain.Been using it for a week. No issues so far.",4
"Awesome product from boat ..Sound quality is superiorBass is gud.Noise cancellation with CSR chip inside..",5
"These earphones are seriously dope!Recently i bought jbl tune 205 which are worse in my opinion, i return that earphones and order this earphonesSound quality is superb",5
"For call it take trouble but for music it's awesome n the area cover by it 4-5 Meyer not 10meter...",4
"For sound issue its great but in battery life and holding capacity in ear is worse.DON'T BUY IT.....",3
"I like to listen small volume music and this is great.Battery life at 2-4 level of sound like 30hrAnd for full volume 9hrSuch a great earphones",5
"product quality is good but not for this price. Price is high. Sound quality is very nice. But I can't keep it in small regular pauch. mike & valume adjustment point is not as same as it showing.",4
"Good material. works fine",5
"Using more than 6months; falling love",5
"Quality is awsome. Battery back up is superb,get 2 full day when always connected.  And better service by Amazon",5
"If youâ€™re a music lover then you should try these boat rockerz 255 sports Bluetooth wireless earphones. These earphones have excellent sound And Excellent Bass. Love it..",5
"I have to change the product but still i does not last long for more than 2 months.Don't know but everytime one sided ear piece will stop working.",1
"It is value for money product, the bass is really good. The only problem which I found is flipping between laptop and mobile , else overall good product",4
"words cannot match the satisfying sound that it deliveres.Far far batter than JBL..",5
"I have received the parcel but product is missing.i open the parcel but earphone is not there. Who is responsible for this type of mistakes. I don't understand please help me what can I do.",1
"Very good item good bass_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ",5
"Product is really good, but within a 10 days one side left speaker not working now annoying noise",5
"All over the product is good in looks and the buds are also very much comfortable,the color and the model is considerable, bass is good but the sound is low as compared to others.",5
"It's a nice product, had to get it replaced in 4 months. As it stopped working.Overall a very nice product for sound quality n work outs.",4
"Excellent for the bass lovers ,for those whose love classic music you better choose another alternative and the quality of sound and noice cancellation during calls are at its best",3
"Bass is too much..Quality in sound is more desired",3
"Good sound quality. Bass not upto mark at this price point. Battery life outstanding. Connectivity superb within secs. Charging point is covered which is not adjustable at all to input usb charger.",4
"sound quality is good.. bass is also enough.. but it disconnects while driving...",3
"Sound clarity is good. Once ear plugs are put in and music is on nothing is audible accept music. The cost is very reasonable",4
"Base is extremely good ..clarity is also good...but could have been better. Battery life seems to be decent as mentioned 5/6 hrs. Overall product is quite good.",4
"Great price excellent delivery 1299",5
"Nice quality with great price I bought it for 999 awesome deal",5
"Received opened product box, sealed box alreday opened already and sealed again, I have taken photo before opening product box.Product is good but not sure it is alreday used or not.",4
"Not at all connecting to any device, unable to switch it off, feel like trapped. Very much irritated in the performance of the Bluetooth set.",1
"I liked the products life and quality. There are a few connection issues at times perhaps but it's minor compared to the price and the quality. I'm pretty happy with my purchase.",5
"with this price range it is poor quality",2
"Good quality wire. Nice sound. Very nice battery backup. Short range. Got this for 1k so no regret.",4
"Awesome sound quality Bluetooth wireless headphones. It also has a very good battery life....will recommend this product to friends and family",4
"Superb headset long time play with quality music",5
"Excellent sound quality",5
"Loved the headphones. Helpful for long calls",5
"I use it for my workout and i liked it.Also the microphone is good, i enjoy while talking over the phone.Go for it.",5
"Sound is ok ok not up to the mark compare to other Indian brands.",1
"The product stopped working after 22 days. Contacted amazon, but replacement window was closed. Had contacted the manufacturer and have requested for replacement. Unexpected quality from boats!",1
"Battery backup is poor. Battery lasts only upto 1hr.",1
"Worth the money",5
"The right side has stopped working, it has been just 2 months that i have purchased. I am not satisfied with the product. It isn't even a scenario as if i used every day. I want exchange.",2
"Everything is gud it's been 3 mnths tht I'm using it but now I'm facing problem with it automatically getting disconnected n again getting connected after 2 mins , I want an replacement ,",5
"I am loving the bass it givesCan't get rid of this earphoneBut durability is very patheticWithin 2 months one side is not working properlyBattery backup is average not that bad",3
"Nice.. but it is not good for all type of songs",3
"The product seems good ,easy to use and very convenient. The battery is decent ,not too bad or good. The Bluetooth connectivity is pretty average , nearly lost beyond two rooms.",4
"this is an amazing headset. i used it for more time and realise the use of it. Only while driving its a bit unsafe but very good product.thank u amazon",5
"Dear buyerplease be aware this  head phone has serious blue tooth connectivity issueeven cannot catch  from the trouser pocketplease dont buy truely wastage of money.",1
"Good product and very useful",5
"Stiff at the neck, cannot roll and store in a pouch, quality of sound is not so great.disturbance once mobile is kept in trouser pocket",3
"bass is good battery life is good only issue i faced is there is no background noice cancellation when on call for music really great product",4
"For 1500 rs it's a no deal,  BT range is merely 10 feet,  without obstruction.  Battery life is around 3 hrs.  Below average.",2
"I was using it for about 20 days when all of a sudden my microphone stops working.But all good because boat replaced the product, no questions asked.Cheers",4
"Good charge, works for well 30 hrs (8-9 hrs on a stretch)",5
"Battery life can be improved..This is for bass lovers as I am not able to find in any other Bluetooth earphones at this price",5
"It's very bad product purchase from amazon its totally worst product and voice cancellation service is not active... Its too bad product from boat",1
"My return window is closed.  Now it's their gaurrantte for it if it's not working properly as before.  Please help.  I'm upset I love these headphones please help on something I'm broke.",2
"Hi I buy a  headphones boat rocker 255 I used one month and start facing a problem like I can't change my song using boat headphones button and volume problem is also there in headphones",4
"Pro:-Good material qualityGood soundImmediate replacement if you found any issue.cons:-6 hours is the battery backup and thats not much enough for me.",5
"Sound quality is good. Battery life also good as it worked for 4-5 hrs of continuous music. Shows battery level on-screen when u use it with mobile. Gives low battery indication on audio",5
"Everything is nice in rs 999 but battery is not quite good",5
"Very good sound quality and quick connectivity but the cable arrangement is not good",4
"Bought these a month ago and lost the ear hooks as they went loose. They no longer stick to my ears, forget about workout you cant even make them stick while walking.",4
"Everything is fine and works perfect.Got it in 999 in amazon sell.Noise cancellation is very poor.Battery backup is awesome.",4
"This one has great sound. Battery life is also good. Connects to your device quickly. The only complain is that microphone picks even slightest surrounding noise while on call.",5
"Just go for it because for it's awesome sound beautiful build all over its really good",5
"Everything is average, but when you call someone and talk they will get outside voice clearly except yours. Mic sucks",3
"Sounds quality is not that good also a plastiki built which in not very durable price doesn't meets the expectations.",4
"Simple device with adequate sound quality and battery backup, definitely worth the price.Love the ease of use during workouts.",3
"Good quality...worth buy",4
"tHE PRODUCT IS VERY GOOD",4
"There is a little white noise all the time when listening through these earphones. Very annoying.",2
"Battery life is very good. Sound quality is awesome",5
"Not a good product for this price...one side of the headset is not working after the using one month...",1
"Very good product. Pretty sound quality, good bass. Noise cancellation works good. Comfortable for casual use.. Fast delivery and original product. Thanks to Amazon..",4
"Fantastic earphone for music lover. Noise cancellation is very poor, other person is getting my background noise instead of my voice. And facing voice crackling issue too with this earphone.",4
"It is superb fine product good enough battery life but only one thing that i don't agree to use this is that while gaming like PUBG , The sound comes little bit later thin the actual sound.",5
"Overall best product.The only demerit I feel about manufacturing quality, it's should be made little hard. Wire is also too thin. Bt in terms of sound , bass no doubt best product",5
"Earphones is good in this price tag. Compare to any earphones it have more bass. And also service with good by Amazon/seller. But it is no good in bike riding bcs it is too lite weight.",5
"Good sound quality, battery part is still needs to check with my Note 5 Pro, nice flexible, But extra Ear Holder was required, in case EarHolder was lost its a pain to use without them,",4
"It worth for every penny you pay. Very nice noise cancellation and sound quality. Only problem I had that package was not seal pack that is problem of Amazon.Overall good product.",5
"It just dam good product, it has heavy bass and awesome sound quality, Bluetooth range is more than enough, ignore all fake reviews. No product in this range will give such performence.",5
"Little big in my ears",3
"I don't think the seller delivered the original product. Sound quality is very bad. The bass effect is not great at all. Don't feel like it's a boat product.",2
"I bought it yesterday in big billon day sale sound quality is perfect.",4
"Overall sound performance is not as we expect. The worst thing about this is its battery issue.Poor battery power. Used many products but its incompetent for this price.",1
"Pros1. Great sound quality.2. Value for money.3. Easy pairing.Cons.1. Difficult to fit small ears.2. Battery should be go bit longer.",4
"Boat rockerz 275's sound quality is superb with superb bass and supports voice assistant also. I suggest everyone to buy this wireless in-ear headphone. I got it at just â‚_999.",4
"Very nice in this price range...",4
"Sound quality is greatBattery life as per my usage lasts for about 5 daysDurable one",5
"Okay for watching videos, not so good for listening music. Not at all good for calls, the other end finds it hard to hear my voice.",2
"Bang for the buck. Deep bass. The only downfall being the battery backup. Could have been better. Got this for 999 in sale.",5
"Love it! Exactly the features that are mentioned....Love it!!! Feel free to buy this product...",5
"Everything is fine but when i play music and put my phone in pocket . Its start lagging , sometime its disconnect . And its happen many tine. I am sick of this problem",3
"Battery is drained up somewhere in 3-4hours use",4
"Battery life,durable product in affordable price. Sound quality is especially best for listening video songs or movies. For audio songs,the sound is louder.",5
"This is excellent product.",5
"I got this headphone of rs.999 this product is good,sound quality is very nice , bass is high for music lover....battery work for 6 hrs after full charge",5
"Hai, I have ordered this item on January 2019 and after 6 months of usage one side of the headset is completely not working. Can I get it repaired with the warranty?",3
"It's ok headphones at this price. I have used sukllcandy before and they were much better in sound quality. Though it's not bad deal at this price.",3
"A very good earphone , light weight , feels awesome wearing these , feels premium, doesn't look cheap, magnets are good , sound quality is amazing.",5
"This product worked very smooth for 2 mnths only.  Then 1 earpiece stopped working n after 3 days 2nd one also stopped working.  No customer support in Mahendergarh (123029).",1
"Good ear phones ... Sound and battery is good but Bluetooth connectivity range is not good... If I put my phone in backpack and driving two wheeler disturbances are occurring",5
"Sound is awesome. Fits perfectly and noise cancellation is awesome. Connectivity could be better but I can't complain. Overall it is a great earphone!",5
"It is a perfect thing. There is nothing to dislike",5
"I have claimed several exchange in warranty. But none of the pieces works.",1
"After using 2 month,  quality is not that good but in this price its ok but if ur ready to spend more money i would suggest go for samsung level u its good",3
"Sound quality is good at this price. I am sharing my opinion after using it for 1 months. Bass ia very good on boat products if you want bass then definitely you can buy this product.",5
"While use earphones it seems noiceproof feature is not so good.  Otherwise product is superb easy to carry and have a great bass feature.  Sound quality is awesome. Thanks Boat!",5
"overall performance is okbut at low volume i hear  some cracking sound with instrumental music and as volume increases the cracking sound disappearmic quality is 3/5",3
"Wrost product sound is too low on calling so m very disappointed.",2
"This product has meet expectations",4
"Very poor quantity. Not even in three months of purchase one side is not working. Very poor response from company for complaint even though under warranty.",1
"It sits nicely on the neck and the sound quality is good enough for use in the gym and outdoor areas.",5
"Boat is doing a great job for availing such wireless headphones at affordable price.",4
"Good product but not the best",4
"Quality isn't good and sound quality is bad",1
"A bit delicate and sensitive like, earphone cables are a bit lengthy. But u can't get anything better for this price tag of 1099!",4
"earphone is good one.1.Sound quality is very good.2. Bass is producing very nice.3. Little bit of pain is ear will removing is earphone.",4
"1st month it was running fantastic. But now battery is getting drain automatically. Nd it's get switch off automatically again and again while using time.",1
"I am using this product last 2 month, sound quality is good but bass quality is average and battery back-up is also average, In this price range boat rockerz 255 is good u go for it.",5
"So after exactly 120 days...One ear plug has stopped working...this questions the durability of the product...No doubt I was using extensively but atleast expected it work for a year",2
"Very waste product no noise cancellationVery poor battery backup and. It is not working now not even I used 1 month worst product don't buy it no value for your money worthless",1
"Above average sound quality. Decent base.Good response time. No sound leakage.Okayish battery life. Overall 8/10",4
"I only listen song on weekends other wise I have busy schedules.Only worked for 20 days.Really I changed it only 5 times.DON'T BUY WASTE OF MONEY",1
"Sound quality will not disappoint you if you are buying Bluetooth headphones for the first time. Fit may be a issue and don't expect noise cancellation to be good.",5
"A great product. A very good quality of sound. Looks very dashing. Very comfortable. Battery life also good. Bought in Rs. 1350. Value for money.",5
"Worth if it's found @ Rs.999 otherwise don't go for this headphoneDismantle automatically from the right ears buds. In 10 days of purchase.",3
"The one things that bugs me is that.. When we plug in this .. There' this sound is like coming from the deep hole",4
"It's haven't even been months and the right earphones is not working and its Mike listen to all the noise  coming from 300 metre away but not my voice who is in front of it",1
"Everything was good until 1 week and then it stopped working. No use .... Loss of money. DO NOT BUY.",1
"Not satisfied with the product.  As there is a lot of distubance while on call. However its good to listen  music or watch videos",1
"Good product at an affordable price.If u just want something to listen to while traveling or while working out, then u should go for this. For the price it serves the purpose.",5
"Its Working well and iam using this from last 2 monthsworthy product in this price listThis is the good choice When we compare it with jbl and others of this price range",4
"Voice connectivity is poor, other person find it difficult to hear your voice. Bass is good although but for 1500 bucks connectivity shouldn't be a issue. Boat has to look into this",3
"Sound quality is good and This is the best things of the product price and asom product s,  Every  one  Buy this product,",5
"The earphones are superbb but I received the bill that is not clear .I think when I claim for warranty period i face some issues,so please help me or send me bill",5
"Very low battery backup.",2
"Good product at this price range",5
"Earbuds come out from ears during work-out and automatically switches off in between.",1
"Excellent sound quality but wire is too lengthy",4
"There are connectivity issues once in a while. Rest all good. Sound quality is impressive.",4
"Decent sound quality with Deep Bass and 3D surround. but it's creating ear pain if you are using more than a hour, battery indicator not showing correctly",1
"Im changing my review  n drop the star from 5 to 1 because of using only 2 months one side of headPhone is not working ,there is a loose in the joining section of the headphones",1
"Connectivity is good! Sound is good on a scale of 10 I would rate 7.5 with fabulous bass.",4
"Good sound effect. Pretty good battery. Easy to operate",5
"Awesome output, but for battery indications they need to work as it drains quickly after its on 15%",5
"Awesome Product With Superb Immersive bass boosted effect including Dolby.... _Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘ŒNice Fit in ear....",5
"Best product ever",4
"Such an idiots, Boat! After giving 8640 chip in Rockerz 250, have given this one, 8635 chip... WTF??",2
"Good useful product..good voice clarity...",4
"In this earphone there are two week point one is mic and second is blutooth contivityApart from two things this is best eaprhone under this price.",3
"Dont buy this product, Very bad quality, damage with in 10days, battery back up only 3 hour, I have not get return of this customer service are cheating",1
"Product is not compatible with android , listener is not able to hear your voice , i have asked for replacement but still its not working , i want my money back.",1
"Sound quality is not good, also battery is worst. When the battery is at 40% it started giving up battery low. Mic is the wirst part. Not at all useful for calls",1
"don't buy this product because of i bought  four month before only but one side hearing is not working properly so please don't buy this one, waste of money 1500",1
"Overrated for bass - but valur for money. Certainly for under 1000 rupeesDetailed review coming soon",3
"It's very GoodQuality Of Sounds Better than MI",5
"While playing songs it's pitching and unable to hear the Audio properly maybe i got an defective piece.",1
"Its Good but not the best out there",3
"Best product with best battery back up. Worth for the t",5
"It broke so easily...Need Replacement...ASAPLow quality...Damaged from before already",2
"It's a great product.. has made life much simpler for me.. no hassles of the wire connected to my phone all the time.. battery lasts almost the entire day, good sound.. no complaints",5
"Best earphones I have ever used ,nice sound quality ,nice build quality",4
"I brought this product at 22 jan 2019. Now my one side of earphone not working. And i have one year replacement warranty on this product how can i contact for warranty information",4
"The quality is not good. After few days of using sound stopped coming from one speaker. After viewing closely, i found the wire got out of one connection. Definitely POOR quality.",1
"I want to return  but I am not able to make return. I am returning as mic is very poor.",1
"Good...but better go for something that has more playback time...  In respect to charge... But with respect to cost... Awesome product",4
"The design is not great. The wires for the ear plugs are very very long and strat at the very end of the neckband. Battery life is ok.",1
"This product are really amazing..build quality is also awesome..and finishing is also sperb..and sound quality and bass are very extra",5
"Love it. The comfort and the freedom you get with a Bluetooth headset is truly worth the price. I got it for â‚_999 on offer. So it is even more amazing.",4
"Good product can go for it but the only thing is cable is too long",4
"Perfect for this price.working well.",5
"My second pair. First stopped working on one side after using for five months.Overall good for bassheads.",4
"Excellent product, bass effect & sound quality is amazing.",5
"Good performance, sound quality is good, build-design-material is good, connectivity is good. Dual BT connection is faulty with my mi max 2 phone. Over all good product.",4
"The sound quality of the earphone is not good. Its 1 month only and the 1 side of the earphone is low than the other side.Really disappointed with boat and Amazon.",1
"It's output is intermittent. Not able to hear my favorite songs. Interested to return it.",1
"Sound quality is awesome . But battery is not at all good. Disconnecting when I rode the bike at 70kmph with these on.",3
"Not a good thing",2
"Got it for Rs 999 during the Diwali sale..for the price, these earphones are a steal.",4
"It's one of the best and very comfortable Bluetooth earphones. Very convenient for gym and day to day use. Long battery life and easy maintenance... budget friendly too! Love it!",5
"Event after an overnight charge, battery gives a life to the product only for 45-55 minutes. Applied for replacement under the warranty and expecting a quick response from there.",2
"Can't say a great product but worth your every penny, in this price range a good product. Most fascinating thing is in my honor play it shows battery percentage of the Bluetooth.",4
"Not say any defect but quality of the product improvement needed.",5
"1 earpiece is not working in just 2 months !!!!!!Don't buy",1
"at this price the earphones is best option to buy. sound is really good and noice cancelation is very good. definitely you are not going to hear out side sound",5
"Sound quality is excellent. I can hear clearly even in noisy environments and i can be heard clearly too. Ear piece fits securely and comfortably too.",5
"Good product in this price range.. Fits well in ears, long battery life which is great.. Sound quality could have been better",4
"I purchased for 1100 on offer the product was absolutely worth it .very good on that price .Amazon delivery service was worst",1
"Best bluetooth earphone in this price range. Sound clarity is amazing with enough bass. Battery life is superb.",4
"VALUE FOR MONEY",4
"Nice earphone gives battery backup of 3-4 hrs.On continue listening of music at high vol. The bass is too heavy but the vocal gets slow due to bass but nice sound",5
"Itâ€™s all things are good like battery, comfort, connection settings. On sound quality I give 4 out of 5 but at this price itâ€™s great, go buy !!",4
"If u r a bass lovers just go for it ..... Noise cancellation is not gud .. after 2 months of using battery problem occurs..  automatic Bluetooth off occurs during sweat ..",4
"Ear buds not fit perfectlyAnd it some times disturbing and pain",5
"Sound quality verry good , i use it during my workout, but only problem is back side made of hard rubber doesn't bends sometimes make it a difficult task to handle",5
"Noise cancellation is good, but in 2 months earphones stopped working and now it is useless, after paying so much if we can't use it more than 2 months then it is waste of money",1
"After about a week of using it, the volume keys stopped working, the earphone volume is suddenly reduced to zero while playing music. Also, it disconnects itself out of nowhere.",1
"A good product worth the money, light weight;easy to carry. If you are looking for a product to gift someone, this would be the best choice without being harsh on your pocket :D",4
"Good earphones with good sound quality and better battery life, not sure about noise cancellation",5
"It is value for money.",5
"Excellent bass, sound clarity along with high class built quality with a very reasonable rate of Rs1399 only.",5
"The worst product sold my Amazon I had got replaced this product 2 times but still worst performance don't even of buying this product ever for your own good.",1
"A very nice design, sound quality is good but there is a lot of base causing it to sometimes buzz.It has a very nice fitting, definitely for the sporty.",5
"Worst than local 100 rupees headphones!!",1
"Nice bluetooth headset with good battery life... Boat products are always  good in sound quality.... I got it for 1100 on a deal price great buy for the price....",5
"Good soundBit costlyLess battery life",4
"Getting more noice at out door. The other end caller not hearing sounds what we speak, this device captures surrounding sound. Not good for out door.",3
"Good battery life 6-8 hrsGood sound qualityValue for moneyGood build",5
"Super cool product just buy it.I got it for 999/- only.So good to use and fit tight.",5
"In A month the sound start breaking. I tried to contact customer care number which provided in Amazon only and that number is not reachable.  Dont know what to do now?",1
"A good wireless earphones with a decent sound quality and battery life and not very much happy with the Bluetooth range I mean it's okay around 10m but I expected more",5
"Purchased at 999 its the most electrifying deal..aound quality and battery backup is more than expected",5
"Received earphones instead of Bluetooth headset, even the box is crumbled. Requesting for replacement.",1
"Happy for the purchase and the sound output is very good. Got this for 1k in 'Deal for the Day'. Thank you Amazon :)",4
"Good in this price range",5
"You I'll free from wires",5
"Decent enough for the money you spend.",3
"One star beacuse one ear stop working after 1 month.",1
"Its just completed 4 month and right side earn phone automatically off.  So request u Amazon can u share warranty card or replacement card again so that will go service center.",1
"I bought it 3 month back, after a month the right of the headphone stop to work and within 3 months of time both the part right and left is not working.Its not consistent",1
"The range, noise cancellation, bass, sound quality and battery life are good. The welcome and good bye messages are creative. A little expensive but you won't regret buying it.",5
"I bought this in December 2018 for 1500/-It worked fine for a few months and then one of the earpieces stopped working after4 months. The customer care is non-responsive.",1
"first sound quality is very good for this price.battery life is decent , it comes more than 8 hrs(i use randomly for music and calls)you can blindly go for it",5
"Quite good but a bit expensive",5
"sound quality is good.... but when u talking with some one else in call mouth speaker catch outside sound which was more noisy the person who on the call....",4
"Sound quality not good.Within one month one side headphone not work.Do not buy this product, it's your wastage of money.Within one month one side not worKing ...",1
"super choice, user comfortable design and outstanding performance. I got this on an offer price also worth for its original price. I am so happy.",5
"Worth for the price.. paring with the second device seems to be bit difficult.. but once u got used to it then itâ€™s fine ..",5
"Wow superb voice quality, buying awesome, thanks to Amazon.",4
"Better to go for headset if you have the troubles of ear fitting and irritation issues.Product is good",4
"It had amazing sound quality and amazing bass. But the right side of the headphone goes bad after about 3 months. I repalced it once...but same problem occured with the second earphone as well.",3
"Good in price which we paid - but lack of sound clarity",3
"I didn't expect it to be this good. Great fitting and very comfortable for workouts and general use.",5
"Value for money product. Got this for 1500 bucks. Comfortable fit . Mic positioning is well done. Bass is nicely maintained. Overall 4.7/5.",5
"Very nice product",5
"Good productOnce music turned on, you will not hear a single word from outside worldQuality is not as expected but cannot complain if you get this product in just 1100 INR",4
"Very Good Product... Battery life is good.. At this range.. 1099 loved it.. Thank you Amazon...",5
"After 18 days of usage. Suddenly One of the ear phone mic is broken and lost.. And they will not return or replace because 15 days are crossed... Build quality is very poor...",1
"The earphones are handy, have amazing sound quality and bass.However it would be helpful if they provided additional ear buds and support piece along with the packaging.",4
"Mind blowing headphone....I like boat..",5
"Got it at a discount...",5
"It's felt too heavy in ear also doesn't fit well in ear. I had headache within 30 mins of use.",2
